Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
21	               165_GX2_50158_DUP	Unknown	3.287 	1796.1981 	85.05 	76.8129 	682.56 
22	               166_GX2_50116	Unknown	3.283 	4821.1627 	86.39 	206.1729 	1799.52 
23	               166_GX2_50116_SPIKE	Spiked	3.280 	4761.1711 	85.73 	203.6074 	1779.66 
24	Lab Blank	Unknown	3.300 	0.0134 	100.00 	0.0158 	0.12 
25	Standard 1	Check Standard	3.300 	4.8029 	93.82 	5.6482 	51.99 
26	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
27	               167_GX2_50203	Unknown	3.293 	1063.3673 	71.18 	45.4740 	406.26 
28	               168_GX2_50092	Unknown	3.290 	1460.7183 	73.78 	31.2332 	281.41 
29	               169_GX2_50209	Unknown	3.280 	6782.4408 	87.52 	145.0226 	1282.48 
30	               170_GX2_50103	Unknown	3.287 	2334.3756 	81.47 	49.9138 	446.83 
31	               171_GX2_50120	Unknown	3.280 	5733.3649 	87.06 	122.5912 	1086.59 
32	               172_GX2_50132	Unknown	3.287 	2549.3121 	87.20 	54.5096 	487.43 
33	               173_GX2_50250	Unknown	3.290 	2934.1843 	88.19 	62.7389 	560.40 
34	               174_GX2_50172	Unknown	3.293 	1338.3408 	73.82 	28.6165 	251.65 
35	               175_GX2_50004	Unknown	3.290 	1700.6635 	76.81 	36.3637 	326.91 
36	               175_GX2_50004_DUP	Unknown	3.290 	1753.9472 	77.14 	37.5030 	336.87 
37	               176_GX2_50072	Unknown	3.290 	1895.4716 	77.03 	40.5291 	363.76 
38	               176_GX2_50072_SPIKE	Spiked	3.290 	1994.3504 	75.07 	42.6433 	382.80 
39	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
40	Standard 1	Check Standard	3.300 	4.7400 	93.78 	5.5743 	51.40 
41	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
42	               177_GX2_50082	Unknown	3.290 	1593.9581 	75.78 	34.0821 	306.47 
43	               178_GX2_50174	Unknown	3.287 	3236.5729 	80.76 	69.2046 	617.22 
44	               179_GX2_50061	Unknown	3.297 	1148.2201 	71.89 	24.5513 	213.88 
45	               180_GX2_50225	Unknown	3.287 	2429.5519 	80.70 	51.9489 	465.09 
46	               181_GX2_50053	Unknown	3.290 	3260.4683 	78.84 	46.4770 	417.01 
47	               182_GX2_50227	Unknown	3.280 	7831.8987 	87.67 	111.6415 	990.56 
48	               183_GX2_50173	Unknown	3.290 	3249.3111 	82.28 	46.3180 	415.61 
49	               184_GX2_50077	Unknown	3.287 	4498.2707 	81.23 	64.1216 	572.71 
50	               185_GX2_50143	Unknown	3.290 	2337.3884 	85.23 	33.3188 	300.32 
51	               185_GX2_50143_DUP	Unknown	3.287 	2857.2341 	86.06 	40.7291 	366.31 
52	               186_GX2_50131	Unknown	3.283 	5589.5092 	85.22 	79.6769 	710.11 
53	               186_GX2_50131_SPIKE	Spiked	3.280 	5574.2330 	83.69 	79.4591 	707.45 
54	Lab Blank	Unknown	3.300 	0.0089 	100.00 	0.0105 	0.08 
55	Standard 2	Check Standard	3.297 	9.7615 	93.27 	11.4797 	105.04 
56	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
57	               187_GX2_50122	Unknown	3.287 	3542.9031 	84.15 	50.5031 	452.78 
58	               188_GX2_50064	Unknown	3.287 	4023.9554 	81.92 	57.3603 	512.89 
59	               189_GX2_50170	Unknown	3.280 	5859.2878 	87.24 	83.5225 	743.70 
60	               190_GX2_50079	Unknown	3.287 	4005.2038 	81.07 	57.0930 	510.25 
61	               191_GX2_50007	Unknown	3.290 	2130.5983 	76.57 	30.3711 	273.68 
62	               192_GX2_50145	Unknown	3.287 	3912.7669 	82.23 	55.7754 	498.59 
63	               193_GX2_50138	Unknown	3.283 	4120.7430 	85.60 	58.7400 	525.13 
64	               194_GX2_50087	Unknown	3.293 	2275.8512 	76.62 	32.4416 	292.89 
65	               195_GX2_50089	Unknown	3.290 	2516.2977 	76.65 	35.8691 	323.52 
66	               195_GX2_50089_DUP	Unknown	3.290 	2457.6891 	76.73 	35.0337 	316.08 
67	               196_GX2_50211	Unknown	3.287 	3404.7801 	89.41 	48.5342 	435.99 
68	               196_GX2_50211_SPIKE	Spiked	3.287 	3416.6165 	86.98 	48.7029 	438.20 
69	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
70	Standard 2	Check Standard	3.300 	9.7281 	93.23 	11.4404 	104.89 
71	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
72	               197_GX2_50196	Unknown	3.280 	7809.8514 	86.80 	111.3272 	989.40 
73	               198_GX2_50008	Unknown	3.290 	1916.3631 	74.00 	27.3172 	247.31 
74	               199_GX2_50014	Unknown	3.293 	2096.9607 	77.03 	29.8916 	270.31 
75	               200_GX2_50112	Unknown	3.290 	2640.0784 	78.85 	37.6336 	339.31 
76	               201_GX2_50027	Unknown	3.290 	2583.9991 	77.32 	36.8342 	332.00 
77	               202_GX2_50110	Unknown	3.287 	3375.6635 	80.78 	48.1191 	431.77 
78	               203_GX2_50133	Unknown	3.283 	4857.0989 	83.62 	69.2366 	617.42 
79	               204_GX2_50167	Unknown	3.287 	3359.4197 	82.06 	47.8876 	429.47 
80	               205_GX2_50109	Unknown	3.290 	2327.8796 	77.09 	33.1833 	298.94 
81	               205_GX2_50109_DUP	Unknown	3.290 	2425.4015 	77.25 	34.5734 	311.22 
82	               206_GX2_50123	Unknown	3.283 	3748.7749 	84.72 	53.4377 	478.29 
83	               206_GX2_50123_SPIKE	Spiked	3.283 	3801.3629 	82.77 	54.1873 	484.80 
84	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
85	Standard 3	Check Standard	3.293 	19.6029 	93.18 	23.0533 	208.47 
86	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
87	               207_GX2_50224	Unknown	3.290 	2510.5829 	85.78 	35.7876 	322.07 
88	               208_GX2_50160	Unknown	3.283 	4535.0664 	83.18 	64.6461 	576.73 
89	               209_GX2_50216	Unknown	3.287 	3725.2986 	89.57 	53.1031 	475.76 
90	               210_GX2_50161	Unknown	3.287 	2890.9019 	81.18 	41.2090 	370.89 
91	               211_GX2_50035	Unknown	3.287 	3618.7833 	79.97 	51.5847 	462.52 
92	               212_GX2_50100	Unknown	3.283 	3547.2705 	78.82 	50.5653 	452.63 
93	               213_GX2_50249	Unknown	3.287 	2729.2563 	82.32 	38.9048 	349.82 
94	               214_GX2_50156	Unknown	3.283 	3851.6255 	83.71 	54.9038 	490.88 
95	               215_GX2_50152	Unknown	3.287 	2711.1165 	83.23 	38.6462 	347.12 
96	               215_GX2_50152_DUP	Unknown	3.287 	2749.3305 	83.27 	39.1909 	352.26 
97	               216_GX2_50091	Unknown	3.283 	3842.2106 	81.76 	54.7696 	489.87 
98	               216_GX2_50091_SPIKE	Spiked	3.283 	3924.9030 	80.01 	55.9484 	500.16 
99	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
100	Standard 3	Check Standard	3.290 	19.5921 	93.17 	23.0405 	208.80 
101	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
102	               217_GX2_50239	Unknown	3.283 	5098.6520 	84.52 	72.6798 	648.50 
103	               218_GX2_50234	Unknown	3.287 	4666.9666 	80.85 	33.2631 	300.43 
104	               219_GX2_50192	Unknown	3.287 	5314.3112 	82.35 	37.8770 	341.65 
105	               220_GX2_50108	Unknown	3.283 	6710.1012 	83.75 	47.8253 	428.79 
106	               221_GX2_50195	Unknown	3.287 	8705.6341 	85.78 	62.0482 	553.18 
107	               222_GX2_50070	Unknown	3.283 	6774.3523 	82.72 	48.2832 	432.87 
108	               223_GX2_50127	Unknown	3.287 	7348.1077 	85.32 	52.3726 	468.05 
109	               224_GX2_50169	Unknown	3.283 	8155.5832 	86.39 	58.1278 	518.98 
110	               225_GX2_50275	Unknown	3.280 	9425.6980 	87.58 	67.1803 	599.10 
111	               225_GX2_50275_DUP	Unknown	3.283 	9421.3644 	87.41 	67.1494 	597.87 
112	               226_GX2_50229	Unknown	3.283 	8852.6313 	89.40 	63.0959 	562.82 
113	               226_GX2_50229_SPIKE	Spiked	3.283 	8738.7703 	87.24 	62.2843 	556.01 
114	Lab Blank	Unknown	3.297 	0.0088 	86.60 	0.0104 	0.07 
115	Standard 3	Check Standard	3.290 	19.6073 	93.17 	23.0584 	209.04 
116	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
117	               227_GX2_50124	Unknown	3.283 	7555.5501 	86.28 	53.8511 	482.73 
118	               228_GX2_50081	Unknown	3.283 	7577.1028 	84.71 	54.0047 	483.66 
119	               229_GX2_50068	Unknown	3.287 	5550.4952 	82.20 	39.5604 	356.28 
120	               230_GX2_50242	Unknown	3.287 	5372.1418 	84.45 	38.2892 	345.27 
121	               231_GX2_50297	Unknown	3.283 	7428.0765 	84.55 	52.9426 	474.62 
122	               232_GX2_50069	Unknown	3.283 	8292.8990 	84.31 	44.3298 	398.43 
123	               233_GX2_50153	Unknown	3.287 	8475.2874 	85.06 	45.3048 	406.68 
124	               234_GX2_50137	Unknown	3.287 	6215.7459 	84.48 	33.2264 	300.21 
125	               235_GX2_50025	Unknown	3.283 	9209.7345 	84.34 	49.2308 	441.26 
126	               235_GX2_50025_DUP	Unknown	3.287 	9221.9755 	84.32 	49.2962 	441.27 
127	               236_GX2_50292	Unknown	3.290 	5038.8661 	82.26 	26.9354 	244.44 
128	               236_GX2_50292_SPIKE	Spiked	3.290 	4993.1774 	78.47 	26.6911 	242.38 
129	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
130	Standard 4	Check Standard	3.277 	100.1408 	93.04 	117.7670 	1037.16 
131	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
132	               237_GX2_50102	Unknown	3.290 	5726.0595 	81.87 	30.6088 	276.92 
133	               238_GX2_50176	Unknown	3.290 	6359.8442 	85.23 	33.9967 	307.24 
134	               239_GX2_50162	Unknown	3.283 	9818.0124 	86.12 	52.4824 	469.94 
135	               240_GX2_50155	Unknown	3.283 	9288.6104 	84.92 	49.6524 	445.16 
136	               241_GX2_50288	Unknown	3.287 	6657.4914 	88.73 	35.5877 	321.00 
137	               242_GX2_50179	Unknown	3.287 	6242.8469 	83.73 	33.3713 	301.37 
138	               242_GX2_50179_DUP	Unknown	3.287 	6245.4034 	83.83 	33.3849 	301.94 
139	               243_GX2_50039	Unknown	3.287 	5937.3909 	83.49 	31.7384 	287.08 
140	               243_GX2_50039_SPIKE	Spiked	3.290 	5890.4995 	80.07 	31.4878 	285.05 
141	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
142	Standard 4	Check Standard	3.273 	100.0922 	93.04 	117.7099 	1037.82 
143	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
144	Standard 1	Calibration Standard	3.297 	4.7742 	93.73 	5.6145 	51.99 
145	Standard 2	Calibration Standard	3.293 	9.7440 	93.29 	11.4591 	105.08 
146	Standard 3	Calibration Standard	3.293 	19.5989 	93.16 	23.0485 	209.21 
147	Standard 4	Calibration Standard	3.273 	99.9690 	93.04 	117.5650 	1035.77 
148	Standard 5	Calibration Standard	3.273 	200.2708 	93.02 	235.5213 	2015.83 
149	Lab Blank	Unknown	3.300 	0.0173 	92.84 	0.0204 	0.15 
150	Lab Blank	Unknown	3.297 	0.0086 	100.00 	0.0101 	0.08 
151	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			3.300 	9818.0124 	100.00 	235.5213 	2015.83 
Average			3.287 	3612.7385 	84.59 	54.8584 	488.17 
Minimum			3.273 	0.0086 	71.18 	0.0101 	0.07 
Standard Deviation			0.006 	2748.0605 	5.87 	41.7033 	362.07 
Relative Standard Deviation			0.17%	76.07%	6.94%	76.02%	74.17%
