Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.313 	4.4885 	92.98 	5.2361 	46.73 
6	Standard 2	Calibration Standard	3.310 	9.2620 	92.75 	10.8046 	95.59 
7	Standard 3	Calibration Standard	3.307 	18.9814 	92.79 	22.1428 	194.58 
8	Standard 4	Calibration Standard	3.293 	98.4807 	92.77 	114.8828 	985.79 
9	Standard 5	Calibration Standard	3.290 	200.4498 	93.36 	233.8351 	1951.99 
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Standard 3	Check Standard	3.310 	19.4431 	92.93 	22.6814 	199.11 
12	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
13	               1_GX2_50115	Unknown	3.300 	4729.9219 	82.26 	50.1609 	435.85 
14	               2_GX2_50088	Unknown	3.307 	2695.6472 	82.03 	28.5874 	249.79 
15	               3_GX2_50181	Unknown	3.300 	4419.6754 	82.52 	46.8707 	407.69 
16	               4_GX2_50129	Unknown	3.293 	7817.3498 	88.78 	82.9031 	714.85 
17	               5_GX2_50028	Unknown	3.300 	4148.2624 	80.52 	43.9924 	382.66 
18	               6_GX2_50236	Unknown	3.297 	7143.7013 	85.94 	75.7591 	654.12 
19	               7_GX2_50151	Unknown	3.290 	15793.8172 	86.36 	167.4937 	1436.72 
20	               8_GX2_50144	Unknown	3.303 	3246.8092 	80.97 	34.4325 	300.37 
21	               9_GX2_50280	Unknown	3.300 	4727.5861 	82.72 	50.1361 	434.54 
22	               9_GX2_50280_DUP	Unknown	3.300 	4742.1432 	82.66 	50.2905 	436.04 
23	               10_GX2_50045	Unknown	3.307 	2144.5498 	80.04 	22.7430 	198.76 
24	               10_GX2_50045_SPIKE	Spiked	3.307 	2077.7925 	75.49 	22.0350 	192.63 
25	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
26	Standard 1	Check Standard	3.313 	4.7045 	93.22 	5.4880 	48.98 
27	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
28	               11_GX2_50026	Unknown	3.300 	4738.4308 	82.51 	50.2511 	436.30 
29	               12_GX2_50299	Unknown	3.293 	9045.9739 	89.34 	95.9327 	824.55 
30	               13_GX2_50185	Unknown	3.297 	5261.0802 	84.26 	55.7938 	482.54 
31	               14_GX2_50010	Unknown	3.300 	4391.9329 	81.67 	46.5765 	404.35 
32	               15_GX2_50256	Unknown	3.293 	7166.0775 	85.53 	75.9964 	655.27 
33	               16_GX2_50287	Unknown	3.300 	4773.9091 	81.14 	50.6274 	439.15 
34	               17_GX2_50220	Unknown	3.300 	3812.9512 	88.41 	40.4364 	352.02 
35	               18_GX2_50247	Unknown	3.297 	6718.3483 	87.20 	71.2482 	614.37 
36	               19_GX2_50186	Unknown	3.297 	6787.3201 	85.59 	71.9796 	620.41 
37	               19_GX2_50186_DUP	Unknown	3.297 	6838.3931 	85.62 	72.5213 	625.05 
38	               20_GX2_50085	Unknown	3.300 	3992.6535 	78.50 	42.3422 	367.72 
39	               20_GX2_50085_SPIKE	Spiked	3.300 	4012.9872 	76.28 	42.5578 	369.48 
40	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
41	Standard 1	Check Standard	3.310 	4.7358 	93.22 	5.5245 	49.26 
42	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
43	               21_GX2_50078	Unknown	3.310 	1485.8375 	75.65 	15.7573 	134.48 
44	               22_GX2_50217	Unknown	3.303 	2321.0460 	82.95 	24.6147 	215.10 
45	               23_GX2_50011	Unknown	3.310 	1083.3610 	69.82 	11.4891 	96.99 
46	               24_GX2_50150	Unknown	3.297 	5862.4582 	83.73 	62.1715 	537.45 
47	               25_GX2_50199	Unknown	3.303 	4273.6258 	85.54 	45.3219 	393.03 
48	               26_GX2_50233	Unknown	3.303 	3003.9957 	86.67 	31.8574 	277.79 
49	               27_GX2_50289	Unknown	3.293 	8923.9742 	87.76 	94.6389 	812.57 
50	               28_GX2_50095	Unknown	3.300 	4058.8743 	82.04 	43.0444 	373.90 
51	               29_GX2_50237	Unknown	3.293 	7056.6634 	86.05 	74.8360 	644.22 
52	               29_GX2_50237_DUP	Unknown	3.293 	7618.7236 	86.32 	80.7967 	694.89 
53	               30_GX2_50073	Unknown	3.297 	5415.2262 	83.64 	57.4286 	496.89 
54	               30_GX2_50073_SPIKE	Spiked	3.297 	5502.1461 	81.82 	58.3503 	504.07 
55	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
56	Standard 1	Check Standard	3.313 	4.7531 	93.25 	5.5448 	49.37 
57	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
58	               31_GX2_50223	Unknown	3.293 	7224.2319 	86.27 	76.6131 	659.95 
59	               32_GX2_50101	Unknown	3.300 	4298.3062 	82.22 	45.5836 	394.78 
60	               33_GX2_50208	Unknown	3.290 	8257.2834 	87.75 	87.5686 	752.92 
61	               34_GX2_50135	Unknown	3.297 	4926.0381 	83.35 	52.2407 	452.14 
62	               35_GX2_50281	Unknown	3.290 	9746.6870 	87.43 	103.3638 	886.37 
63	               36_GX2_50201	Unknown	3.293 	5855.5221 	85.60 	62.0979 	536.13 
64	               37_GX2_50212	Unknown	3.297 	6563.3916 	85.90 	69.6049 	601.15 
65	               38_GX2_50080	Unknown	3.297 	4766.8621 	82.36 	50.5527 	437.88 
66	               39_GX2_50076	Unknown	3.300 	4859.9428 	82.46 	51.5398 	446.52 
