Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
21	               165_GX2_50158_DUP	Unknown	4.497 	57.4119 	2.03 	1.8373 	12.17 
22	               166_GX2_50116	Unknown	4.407 	676.2066 	9.07 	21.6395 	122.18 
23	               166_GX2_50116_SPIKE	Spiked	4.400 	722.8194 	9.74 	23.1312 	129.17 
24	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
25	Standard 1	Check Standard	4.510 	0.4231 	6.18 	0.3724 	2.62 
26	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
27	               167_GX2_50203	Unknown	4.473 	189.3400 	9.48 	6.0591 	38.85 
28	               168_GX2_50092	Unknown	4.487 	210.4823 	7.96 	3.3679 	22.15 
29	               169_GX2_50209	Unknown	4.437 	862.8634 	8.33 	13.8064 	82.77 
30	               170_GX2_50103	Unknown	4.487 	211.4279 	5.52 	3.3830 	22.24 
31	               171_GX2_50120	Unknown	4.447 	684.4064 	7.78 	10.9510 	67.22 
32	               172_GX2_50132	Unknown	4.507 	8.7939 	0.23 	0.1407 	0.96 
33	               173_GX2_50250	Unknown	4.503 	57.7054 	1.30 	0.9233 	6.22 
34	               174_GX2_50172	Unknown	4.490 	189.6567 	7.83 	3.0346 	20.01 
35	               175_GX2_50004	Unknown	4.487 	224.5913 	7.59 	3.5936 	23.61 
36	               175_GX2_50004_DUP	Unknown	4.487 	225.1605 	7.41 	3.6027 	23.64 
37	               176_GX2_50072	Unknown	4.483 	267.3175 	8.13 	4.2773 	27.89 
38	               176_GX2_50072_SPIKE	Spiked	4.467 	383.1363 	10.79 	6.1304 	39.32 
39	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
40	Standard 1	Check Standard	4.507 	0.4202 	6.22 	0.3698 	2.62 
41	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
42	               177_GX2_50082	Unknown	4.483 	238.1857 	8.47 	3.8111 	24.95 
43	               178_GX2_50174	Unknown	4.453 	604.0231 	11.28 	9.6648 	59.94 
44	               179_GX2_50061	Unknown	4.493 	148.8267 	6.97 	2.3813 	15.81 
45	               180_GX2_50225	Unknown	4.473 	341.8945 	8.50 	5.4705 	35.25 
46	               181_GX2_50053	Unknown	4.467 	577.1999 	10.44 	6.1571 	39.54 
47	               182_GX2_50227	Unknown	4.450 	928.5007 	7.78 	9.9044 	61.43 
48	               183_GX2_50173	Unknown	4.477 	444.4932 	8.42 	4.7415 	30.85 
49	               184_GX2_50077	Unknown	4.460 	770.1154 	10.41 	8.2149 	51.72 
50	               185_GX2_50143	Unknown	4.503 	37.4234 	1.02 	0.3992 	2.75 
51	               185_GX2_50143_DUP	Unknown	4.500 	46.9809 	1.06 	0.5012 	3.43 
52	               186_GX2_50131	Unknown	4.460 	750.0152 	8.56 	8.0005 	50.50 
53	               186_GX2_50131_SPIKE	Spiked	4.450 	901.4343 	10.13 	9.6157 	59.76 
54	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
55	Standard 2	Check Standard	4.500 	0.9289 	6.64 	0.8175 	5.66 
56	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
57	               187_GX2_50122	Unknown	4.483 	351.5248 	6.25 	3.7498 	24.58 
58	               188_GX2_50064	Unknown	4.463 	630.9759 	9.61 	6.7307 	42.96 
59	               189_GX2_50170	Unknown	4.463 	585.9254 	6.53 	6.2501 	40.09 
60	               190_GX2_50079	Unknown	4.460 	694.7514 	10.52 	7.4110 	46.92 
61	               191_GX2_50007	Unknown	4.487 	270.7930 	7.28 	2.8886 	19.09 
62	               192_GX2_50145	Unknown	4.470 	579.1897 	9.11 	6.1783 	39.58 
63	               193_GX2_50138	Unknown	4.480 	380.6508 	5.92 	4.0604 	26.61 
64	               194_GX2_50087	Unknown	4.483 	334.8241 	8.44 	3.5716 	23.53 
65	               195_GX2_50089	Unknown	4.477 	431.2184 	9.83 	4.5999 	30.01 
66	               195_GX2_50089_DUP	Unknown	4.477 	414.7535 	9.69 	4.4242 	28.88 
67	               196_GX2_50211	Unknown	5.023 	4.5279 	0.09 	0.0483 	0.33 
68	               196_GX2_50211_SPIKE	Spiked	4.493 	142.9317 	2.72 	1.5247 	10.24 
69	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
70	Standard 2	Check Standard	4.500 	0.9318 	6.68 	0.8200 	5.69 
71	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
72	               197_GX2_50196	Unknown	4.440 	1060.5320 	8.82 	11.3128 	69.33 
73	               198_GX2_50008	Unknown	4.483 	302.7727 	8.75 	3.2297 	21.35 
74	               199_GX2_50014	Unknown	4.487 	285.7049 	7.85 	3.0476 	20.17 
75	               200_GX2_50112	Unknown	4.480 	379.1016 	8.47 	4.0439 	26.53 
76	               201_GX2_50027	Unknown	4.473 	433.9097 	9.72 	4.6286 	30.18 
77	               202_GX2_50110	Unknown	4.467 	518.1383 	9.28 	5.5270 	35.72 
78	               203_GX2_50133	Unknown	4.453 	805.7700 	10.38 	8.5952 	53.91 
79	               204_GX2_50167	Unknown	4.470 	426.2989 	7.79 	4.5474 	29.66 
80	               205_GX2_50109	Unknown	4.477 	353.2617 	8.75 	3.7683 	24.74 
81	               205_GX2_50109_DUP	Unknown	4.477 	368.6686 	8.79 	3.9326 	25.78 
82	               206_GX2_50123	Unknown	4.473 	407.8153 	6.90 	4.3502 	28.37 
83	               206_GX2_50123_SPIKE	Spiked	4.463 	556.5585 	9.07 	5.9369 	38.18 
84	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
85	Standard 3	Check Standard	4.493 	1.9183 	6.82 	1.6881 	11.36 
86	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
87	               207_GX2_50224	Unknown	4.497 	2.1831 	0.06 	0.0233 	0.16 
88	               208_GX2_50160	Unknown	4.457 	703.7970 	9.66 	7.5075 	47.57 
89	               209_GX2_50216	Unknown	5.020 	5.2200 	0.09 	0.0557 	0.38 
90	               210_GX2_50161	Unknown	4.480 	305.2976 	6.42 	3.2566 	21.54 
91	               211_GX2_50035	Unknown	4.460 	651.9020 	10.78 	6.9539 	44.34 
92	               212_GX2_50100	Unknown	4.457 	701.7313 	11.67 	7.4854 	47.41 
93	               213_GX2_50249	Unknown	4.487 	193.7399 	4.37 	2.0666 	13.77 
94	               214_GX2_50156	Unknown	4.473 	432.1153 	7.03 	4.6094 	29.99 
95	               215_GX2_50152	Unknown	4.493 	160.1807 	3.68 	1.7087 	11.43 
96	               215_GX2_50152_DUP	Unknown	4.490 	162.4510 	3.68 	1.7329 	11.61 
97	               216_GX2_50091	Unknown	4.463 	578.6032 	9.21 	6.1720 	39.60 
98	               216_GX2_50091_SPIKE	Spiked	4.457 	735.0283 	11.21 	7.8406 	49.50 
99	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
100	Standard 3	Check Standard	4.490 	1.9202 	6.83 	1.6899 	11.41 
101	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
102	               217_GX2_50239	Unknown	4.457 	702.2010 	8.71 	7.4905 	47.50 
103	               218_GX2_50234	Unknown	4.473 	753.7124 	9.77 	4.0200 	26.35 
104	               219_GX2_50192	Unknown	4.473 	786.3292 	9.12 	4.1939 	27.43 
105	               220_GX2_50108	Unknown	4.467 	996.8183 	9.31 	5.3166 	34.46 
106	               221_GX2_50195	Unknown	4.463 	1196.3448 	8.82 	6.3808 	40.86 
107	               222_GX2_50070	Unknown	4.460 	1191.3740 	10.89 	6.3543 	40.71 
108	               223_GX2_50127	Unknown	4.467 	963.5034 	8.37 	5.1389 	33.35 
109	               224_GX2_50169	Unknown	4.467 	972.8346 	7.71 	5.1887 	33.68 
110	               225_GX2_50275	Unknown	4.463 	1056.9792 	7.35 	5.6375 	36.39 
111	               225_GX2_50275_DUP	Unknown	4.463 	1084.1694 	7.53 	5.7825 	37.31 
112	               226_GX2_50229	Unknown	4.477 	693.6015 	5.24 	3.6994 	24.36 
113	               226_GX2_50229_SPIKE	Spiked	4.467 	1001.5994 	7.48 	5.3421 	34.61 
114	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
115	Standard 3	Check Standard	4.487 	1.9203 	6.83 	1.6900 	11.43 
116	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
117	               227_GX2_50124	Unknown	4.470 	901.5135 	7.70 	4.8083 	31.29 
118	               228_GX2_50081	Unknown	4.460 	1122.5040 	9.39 	5.9869 	38.58 
119	               229_GX2_50068	Unknown	4.467 	921.2944 	10.21 	4.9138 	32.01 
120	               230_GX2_50242	Unknown	4.477 	613.7910 	7.22 	3.2737 	21.66 
121	               231_GX2_50297	Unknown	4.460 	1142.3317 	9.73 	6.0927 	39.23 
122	               232_GX2_50069	Unknown	4.467 	1250.5327 	9.51 	5.0023 	32.55 
123	               233_GX2_50153	Unknown	4.470 	1190.5491 	8.94 	4.7624 	31.06 
124	               234_GX2_50137	Unknown	4.477 	751.7563 	7.65 	3.0071 	19.98 
125	               235_GX2_50025	Unknown	4.460 	1494.1316 	10.24 	5.9768 	38.57 
126	               235_GX2_50025_DUP	Unknown	4.460 	1498.7115 	10.25 	5.9951 	38.63 
127	               236_GX2_50292	Unknown	4.480 	689.1436 	8.42 	2.7567 	18.36 
128	               236_GX2_50292_SPIKE	Spiked	4.470 	1073.1391 	12.62 	4.2927 	28.11 
129	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
130	Standard 4	Check Standard	4.443 	10.0096 	6.96 	8.8088 	55.23 
131	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
132	               237_GX2_50102	Unknown	4.477 	917.5102 	9.82 	3.6702 	24.20 
133	               238_GX2_50176	Unknown	4.480 	697.0256 	6.99 	2.7882 	18.57 
134	               239_GX2_50162	Unknown	4.463 	1333.3323 	8.75 	5.3335 	34.60 
135	               240_GX2_50155	Unknown	4.460 	1453.7130 	9.95 	5.8151 	37.54 
136	               241_GX2_50288	Unknown	4.483 	365.1752 	3.64 	1.4608 	9.88 
137	               242_GX2_50179	Unknown	4.473 	873.8198 	8.77 	3.4954 	23.11 
138	               242_GX2_50179_DUP	Unknown	4.473 	862.0360 	8.66 	3.4483 	22.81 
139	               243_GX2_50039	Unknown	4.473 	805.9695 	8.48 	3.2240 	21.37 
140	               243_GX2_50039_SPIKE	Spiked	4.467 	1198.1923 	12.19 	4.7930 	31.26 
141	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
142	Standard 4	Check Standard	4.440 	10.0043 	6.96 	8.8041 	55.29 
143	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
144	Standard 1	Calibration Standard	4.493 	0.4269 	6.27 	0.3757 	2.67 
145	Standard 2	Calibration Standard	4.490 	0.9368 	6.71 	0.8244 	5.73 
146	Standard 3	Calibration Standard	4.487 	1.9216 	6.84 	1.6911 	11.46 
147	Standard 4	Calibration Standard	4.447 	9.9870 	6.96 	8.7889 	55.14 
148	Standard 5	Calibration Standard	4.407 	20.0779 	6.98 	17.6693 	102.61 
149	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
150	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
151	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			5.023 	1498.7115 	12.62 	23.1312 	129.17 
Average			4.481 	491.4513 	7.59 	5.2189 	32.93 
Minimum			4.400 	0.4071 	0.06 	0.0233 	0.16 
Standard Deviation			0.072 	405.5054 	2.66 	4.0506 	23.58 
Relative Standard Deviation			1.62%	82.51%	35.00%	77.61%	71.61%
