Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
21	               89_GX2_50191	Unknown	3.293 	6444.3837 	85.74 	68.2592 	591.78 
22	               89_GX2_50191_DUP	Unknown	3.290 	6705.6696 	85.98 	71.0267 	616.03 
23	               90_GX2_50003	Unknown	3.297 	3412.4050 	79.50 	36.1443 	316.39 
24	               90_GX2_50003_SPK	Spiked	3.297 	3202.1147 	76.40 	33.9169 	297.58 
25	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
26	Standard 1	Check Standard	3.310 	4.6922 	94.03 	5.4669 	49.31 
27	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
28	               91_GX2_50051	Unknown	3.303 	2757.7420 	73.97 	29.2101 	256.69 
29	               92_GX2_50147	Unknown	3.297 	3931.5739 	87.25 	41.6434 	364.31 
30	               93_GX2_50245	Unknown	3.293 	6103.1552 	86.47 	64.6449 	561.58 
31	               94_GX2_50197	Unknown	3.287 	8718.8967 	89.75 	92.3509 	797.27 
32	               95_GX2_50274	Unknown	3.293 	6107.7526 	86.92 	64.6936 	562.03 
33	               96_GX2_50117	Unknown	3.297 	4003.9285 	78.21 	42.4098 	370.92 
34	               97_GX2_50193	Unknown	3.290 	7971.9079 	89.38 	84.4388 	731.48 
35	               98_GX2_50086	Unknown	3.290 	5271.9236 	83.85 	55.8404 	486.17 
36	               99_GX2_50188	Unknown	3.300 	3206.8015 	87.08 	33.9666 	297.80 
37	               99_GX2_50188_DUP	Unknown	3.300 	3069.6808 	86.89 	32.5142 	285.22 
38	               100_GX2_50164	Unknown	3.297 	4107.1615 	87.47 	43.5032 	380.04 
39	               100_GX2_50164_SPIKE	Spiked	3.297 	4093.4483 	84.79 	43.3580 	379.06 
40	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
41	Standard 1	Check Standard	3.307 	4.6719 	93.87 	5.4434 	49.15 
42	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
43	               101_GX2_50205	Unknown	3.290 	8140.8925 	87.68 	86.2287 	747.08 
44	               102_GX2_50180	Unknown	3.290 	5570.8007 	85.55 	59.0061 	514.34 
45	               103_GX2_50210	Unknown	3.290 	6157.1507 	85.40 	65.2168 	566.96 
46	               104_GX2_50282	Unknown	3.293 	5711.2556 	86.77 	60.4938 	526.48 
47	               105_GX2_50049	Unknown	3.297 	3815.5583 	80.29 	40.4145 	354.01 
48	               106_GX2_50126	Unknown	3.290 	6425.3780 	85.07 	68.0579 	591.06 
49	               107_GX2_50033	Unknown	3.293 	4662.2543 	81.70 	49.3828 	431.52 
50	               108_GX2_50252	Unknown	3.290 	7314.0886 	86.12 	77.4711 	671.97 
51	               109_GX2_50270	Unknown	3.300 	3524.0622 	82.74 	37.3270 	327.52 
52	               109_GX2_50270_DUP	Unknown	3.297 	3753.7602 	83.12 	39.7600 	348.36 
53	               110_GX2_50006	Unknown	3.297 	3898.5224 	80.31 	41.2933 	361.56 
54	               110_GX2_50006_SPIKE	Spiked	3.293 	3909.6485 	77.99 	41.4112 	362.44 
55	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
56	Standard 2	Check Standard	3.307 	9.6341 	92.53 	11.2250 	100.11 
57	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
58	               111_GX2_50106	Unknown	3.300 	3237.5591 	79.82 	34.2924 	300.78 
59	               112_GX2_50067	Unknown	3.293 	4806.4878 	83.39 	50.9105 	444.76 
60	               113_GX2_50189	Unknown	3.290 	5120.3546 	83.58 	54.2350 	473.79 
61	               114_GX2_50300	Unknown	3.290 	7710.7105 	85.80 	81.6722 	708.07 
62	               115_GX2_50214	Unknown	3.290 	6131.5563 	85.28 	64.9457 	565.80 
63	               116_GX2_50090	Unknown	3.297 	4409.8157 	81.48 	46.7089 	408.84 
64	               117_GX2_50248	Unknown	3.287 	7542.1352 	86.20 	79.8866 	693.17 
65	               118_GX2_50283	Unknown	3.297 	3482.7049 	83.67 	36.8890 	323.74 
66	               119_GX2_50066	Unknown	3.300 	2524.7121 	75.37 	26.7419 	235.51 
67	               119_GX2_50066_DUP	Unknown	3.300 	2544.3327 	75.32 	26.9497 	237.55 
68	               120_GX2_50142	Unknown	3.290 	7241.0762 	87.62 	76.6978 	666.48 
69	               120_GX2_50142_SPIKE	Spiked	3.287 	7386.2619 	85.99 	78.2356 	679.64 
70	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
71	Standard 2	Check Standard	3.303 	9.6308 	92.52 	11.2211 	100.37 
72	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
73	               121_GX2_50271	Unknown	3.290 	5978.9856 	85.77 	63.3297 	551.03 
74	               122_GX2_50218	Unknown	3.293 	3499.7128 	82.59 	37.0691 	325.66 
75	               123_GX2_50207	Unknown	3.287 	8696.0291 	87.11 	92.1087 	798.81 
76	               124_GX2_50149	Unknown	3.290 	6231.3141 	86.70 	66.0023 	574.78 
77	               125_GX2_50298l	Unknown	3.293 	4151.4328 	80.26 	43.9721 	385.52 
78	               126_GX2_50240	Unknown	3.293 	4795.9422 	82.83 	50.7988 	444.69 
79	               127_GX2_50104	Unknown	3.297 	3294.9368 	79.86 	34.9001 	306.97 
80	               128_GX2_50168	Unknown	3.297 	2765.5786 	81.26 	29.2931 	258.72 
81	               129_GX2_50241	Unknown	3.287 	8310.3938 	87.07 	88.0240 	764.30 
82	               129_GX2_50241_DUP	Unknown	3.287 	8247.6337 	86.91 	87.3593 	758.30 
83	               130_GX2_50163	Unknown	3.290 	5463.9604 	85.09 	57.8745 	505.72 
84	               130_GX2_50163_SPIKE	Spiked	3.290 	5486.2334 	83.19 	58.1104 	507.94 
85	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
86	Standard 3	Check Standard	3.297 	19.3267 	93.00 	22.5180 	199.60 
87	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
88	               131_GX2_50083	Unknown	3.293 	3897.3250 	81.26 	41.2806 	362.71 
89	               132_GX2_50258	Unknown	3.290 	6623.4736 	85.75 	70.1561 	611.16 
90	               133_GX2_50171	Unknown	3.290 	5095.1553 	85.79 	53.9681 	472.01 
91	               134_GX2_50291	Unknown	3.290 	8559.2901 	88.82 	90.6603 	786.76 
92	               135_GX2_50228	Unknown	3.287 	6865.9008 	85.91 	72.7239 	632.45 
93	               136_GX2_50111	Unknown	3.290 	5600.0641 	83.97 	59.3161 	517.78 
94	               137_GX2_50063	Unknown	3.293 	4520.8567 	81.65 	47.8851 	419.69 
95	               138_GX2_50222	Unknown	3.290 	5564.8924 	84.46 	58.9436 	515.03 
96	               139_GX2_50084	Unknown	3.293 	3697.5782 	80.76 	39.1649 	344.28 
97	               139_GX2_50084_DUP	Unknown	3.297 	3716.3476 	80.80 	39.3637 	346.26 
98	               140_GX2_50238	Unknown	3.290 	5295.4675 	85.28 	56.0898 	490.97 
99	               140_GX2_50238_SPIKE	Spiked	3.290 	5431.9515 	83.46 	57.5354 	503.44 
100	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
101	Standard 3	Check Standard	3.297 	19.3473 	93.00 	22.5421 	199.56 
102	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
103	               141_GX2_50065	Unknown	3.290 	6529.6047 	85.62 	69.1618 	602.85 
104	               142_GX2_50139	Unknown	3.287 	6364.6537 	85.99 	67.4147 	588.24 
105	               143_GX2_50094	Unknown	3.300 	1700.6870 	77.38 	18.0137 	156.54 
106	               144_GX2_50050	Unknown	3.293 	4253.0960 	81.77 	45.0490 	395.43 
107	               145_GX2_50279	Unknown	3.290 	6637.0273 	84.99 	70.2997 	612.47 
108	               146_GX2_50096	Unknown	3.290 	5720.4086 	84.28 	60.5908 	529.16 
109	               147_PoMP3_SC_5	Unknown	3.293 	3478.1652 	80.69 	36.8409 	323.97 
110	               148_PoMP2B_SC_2	Unknown	3.297 	3931.7916 	80.90 	41.6457 	365.26 
111	               149_PoMP3_SC_2	Unknown	3.293 	3895.8149 	82.30 	41.2646 	362.30 
112	               149_PoMP3_SC_2_DUP	Unknown	3.290 	5477.0392 	85.38 	58.0130 	506.72 
113	               150_PoMP2B_SC_5	Unknown	3.293 	3934.8842 	81.03 	41.6785 	365.41 
114	               150_PoMP2B_SC_5_SPIKE	Spiked	3.293 	3863.9436 	78.62 	40.9270 	358.75 
115	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
116	Standard 3	Check Standard	3.297 	19.3184 	92.98 	22.5083 	199.31 
117	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
118	               151_PoMP3_SC_3	Unknown	3.293 	3889.3740 	83.32 	41.1964 	361.73 
119	               152_PoMP2B_SC_3	Unknown	3.293 	4030.1850 	81.21 	42.6879 	374.22 
120	               153_PoMP2B_SC_4	Unknown	3.293 	3825.3839 	79.64 	40.5186 	355.21 
121	               154_PoMP3_SC_4	Unknown	3.293 	4415.3048 	83.72 	46.7671 	410.08 
122	               155_PoMP3_SC_1	Unknown	3.293 	4315.6718 	82.40 	45.7118 	401.24 
123	               155_PoMP3_SC_1_DUP	Unknown	3.293 	4293.6797 	82.32 	45.4788 	398.69 
124	               156_PoMP2B_SC_1	Unknown	3.293 	4167.1200 	84.06 	44.1383 	386.87 
125	               156_PoMP2B_SC_1_SPIKE	Spiked	3.293 	4093.6072 	81.65 	43.3597 	380.41 
126	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
127	Standard 4	Check Standard	3.283 	99.0874 	92.77 	115.4491 	993.74 
128	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
129	Standard 1	Calibration Standard	3.307 	4.6921 	93.56 	5.4669 	49.37 
130	Standard 2	Calibration Standard	3.303 	9.5985 	92.43 	11.1835 	100.13 
131	Standard 3	Calibration Standard	3.300 	19.3218 	92.98 	22.5124 	199.51 
132	Standard 4	Calibration Standard	3.283 	99.2269 	92.76 	115.6117 	995.88 
133	Standard 5	Calibration Standard	3.280 	201.0385 	93.36 	234.2349 	1965.90 
134	Lab Blank	Unknown	3.307 	0.0110 	76.58 	0.0128 	0.07 
135	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			3.310 	8718.8967 	94.40 	234.2349 	1965.90 
Average			3.294 	4235.8543 	85.06 	53.7198 	467.06 
Minimum			3.280 	0.0110 	73.97 	0.0128 	0.07 
Standard Deviation			0.006 	2422.2907 	4.68 	34.0937 	287.64 
Relative Standard Deviation			0.17%	57.19%	5.50%	63.47%	61.58%
